Comment #,Assigned to:,Sentence,Prosocial,Abusive
12860520,573285,"White Irish nationalist for Ireland White German nationalist for Germany White Dutch people for the Netherlands Thats not hard borders are very important even between European countries To destroy or harm any culture is a crime against humanity and melting down all the smaller countries into one big country destroying there languages and so on would just be wrong , we should work together yes we are all white and all brothers and our nations are sacred .",N/A,No
12860642,572479,When he gets out he 'll have more support than ever .,N/A,No
12860642,572479,This was a bad move by the Jew puppets .,N/A,Yes
12860642,572479,They are out of ideas .,N/A,No
12860677,576829,So then what caused the booms and busts BEFORE the FED was put into place and we had a bimetallic based money ?,N/A,No
12860820,573375,Greece need a man like Adolf Hitler and now is the perfect time to start a national political movement to free Your country from the zionist bankers,N/A,Yes
12861583,572224,"In other news , math and science scores in California and Florida schools have declined yet again .",N/A,No
12861583,572224,Officials are puzzled as to the cause .,N/A,No
12861730,575766,Exactly.,N/A,No
12861730,575766,The PLE 's will be our sayanim .,N/A,No
12861730,575766,http://whale.to/c/jeff_gates1.html Here 's what I mean when currently WN have to operate under Moscow Rules .,N/A,No
12861730,575766,"( At 27 : 00 - 32 : 00 , 48 : 00 and 50 : 00 of the link they discuss Moscow Rules ) Smiley 's People - Part 1 ( BBC Spy TV Series ) - YouTube With our own civilians in PLE 's supporting us , even in little ways such as providing cut outs and safe houses , putting out propaganda will be much easier .",N/A,No
12861962,573285,I Can tell you right now if a black mob is threatening my life and burning my town I 'm going to start shooting .,N/A,Yes
12861962,573285,And im sure theres a lot more people that would do the same .,N/A,No
12862593,575534,I want to know what there is to `` investigate '' since no crime was committed .,N/A,No
12862593,575534,The Negro Pre-Adamite beast girl complains that this somehow mysteriously `` targets '' her .,N/A,Yes
12862593,575534,WEKU,N/A,No
12863641,572066,The image below is for the First Week of March 2011. freeman in court - judge bows to Sovereign - Canada YouTube - freeman in court - judge bows to Sovereign - Canada,N/A,No
12863794,575857,So how good did this guy have it .,N/A,No
12863794,575857,Look at these pictures .,N/A,No
12863794,575857,In pictures : Inside the palace Yanukovych did n't want Ukraine to see - Telegraph,N/A,No
12863799,576498,"Because there are kosher Nationalist and pseudo Conservatives mate that is all there is to it , It 's sad to see Fake Nationalist parties defame an actual Nationalist revolution .",N/A,No
12863799,576498,-Nordenwulf,N/A,No
12865033,576185,It is interesting to note that all of the men in the video were dressed like those Moussed distributed pamphlets that popped up a few weeks ago when the revolution was really getting into the swing .,N/A,No
12865091,576615,Leaked phone call shows Newly appointed Jewish government in Ukraine behind sniper attacks on protesters and police | European Daily News.org Thank god for the internet .,N/A,No
12865560,573377,"Yes, no nationalists have appointed a Jewish prime minister so I 'm not sure why any one but an anti would claim as such .",N/A,No
12865764,577004,Oh yeah it 's because they study so hard and their family 's value education ect ect ......,N/A,No
12865764,577004,Here is her Wiki ...,N/A,No
12865764,577004,"Janet Yellen - Wikipedia , the free encyclopedia",N/A,No
12866622,577031,"If your house door was locked , but at midnight your neighbor opened the door for some muslims to come inside and take your stuff , rape your wife and beat you nearly to death ... would you still think your neighbor was a nice guy ?",N/A,Yes
12866671,572095,Louisiana https : //petitions.whitehouse.gov/pet ... nment/1wrvtngl Texas https : //petitions.whitehouse.gov/pet ... nment/BmdWCP8B Florida https : //petitions.whitehouse.gov/pet ... nment/D87Rv7yJ Montana https : //petitions.whitehouse.gov/pet ... nment/l76dWhwN Kentucky https : //petitions.whitehouse.gov/pet ... nment/RskKYzB6 Indiana https : //petitions.whitehouse.gov/pet ... nment/51jYVZ5L South Carolina https : //petitions.whitehouse.gov/pet ... nment/KL6qrls8 Georgia https : //petitions.whitehouse.gov/pet ... nment/pgJ9JLY3 New Jersey https : //petitions.whitehouse.gov/pet ... nment/RYvjgdDT North Carolina https : //petitions.whitehouse.gov/pet ... nment/rx1KDYTs Oregon https : //petitions.whitehouse.gov/pet ... ation/X3kWX8kF Missouri https : //petitions.whitehouse.gov/pet ... nment/Vd92R3YG Alabama https : //petitions.whitehouse.gov/pet ... nment/2TvhJSSC Mississippi https : //petitions.whitehouse.gov/pet ... rnmen/9M9rdL8n Colorado https : //petitions.whitehouse.gov/pet ... nment/lWDshfl3 North Dakota https : //petitions.whitehouse.gov/pet ... nment/lqPGbvVl New York https : //petitions.whitehouse.gov/pet ... nment/RSBkpCf9 Arkansas https : //petitions.whitehouse.gov/pet ... nment/k6LhPsBX Georgia #2 https : //petitions.whitehouse.gov/pet ... nment/zXYY751D Michigan https : //petitions.whitehouse.gov/pet ... nment/022SsMWp Pennsylvania https : //petitions.whitehouse.gov/pet ... nment/kT8FL7Ng,N/A,No
12868154,572054,"Pretty soon , there 's not going to be anywhere left to run .",N/A,No
12868154,572054,I guess whites will either have to start fighting back or be slowly exterminated .,N/A,No
12868841,572496,"I do n't watch any movie that is made for blacks or has a black in the lead roll and I ca n't find humor in the black race with all of the crime they comit against the white man , to hell with them .",N/A,Yes
12868966,577139,I cant stand this guy and hate it when i meet whites and they say how funny they think he is o.k. take away the anti white jokes for a minute the guy just aint funny at all it just blows my mind how they have some talentless black fool in films but you will never see a untalented white basketball player .,N/A,No
12869018,575841,I do n't watch T.V. or Hollywood movies .,N/A,No
12869018,575841,I know of Chris Rock and subsequently have hated him for a long time .,N/A,No
12869018,575841,He is a pathetic little chimp .,N/A,Yes
12869155,572539,There should be no doubt in anyone 's mind that the `` rabid dog '' act that Jones put on for Piers Morgan is more designed to HELP gun control advocates than hurt them .,N/A,No
12869707,575112,Wait when did he single you out and call you a racist do you know him or have talk to him in person ?,N/A,No
12869707,575112,Am i missing something here ?,N/A,No
12869757,573148,Declaring war on the innocent White Population of any nation could easily be justified by anyone who was not a White Nationalist .,N/A,No
12870037,577177,I use YouTube a lot and I 've been seeing this phrase all over .,N/A,No
12870037,577177,It 's even on videos that have nothing to do with White Nationalism .,N/A,No
12870037,577177,More people must have realized the truth .,N/A,No
12870177,572215,Absolutely.,N/A,No
12870177,572215,I put Neo-cons and Liberals in the same category as far as whites go .,N/A,No
12870177,572215,Neither one is better than the other .,N/A,No
12870229,572066,"Seekers of Truth , Start out by watching the `` Benjamin Freedman Speaks '' video @ youtube .",N/A,No
12870229,572066,"com/watch ? v = hXBcyX97jGM then move on to watching , `` The Loss of Liberty '' film @ youtube .",N/A,No
12870229,572066,com/watch ? v = kBD6Gm6VoDM Then watch 8 min. Obama at AIPAC @ youtube .,N/A,No
12870229,572066,com/watch ? v = KrdyCxpB4fs And then the entire Myron Fagan video @ youtube .,N/A,No
12870229,572066,com/watch ? v = 6OK6ks7BSOY For a FREE informative BOOKLET & video on the Zionist-engineered INTENTIONAL destruction of White people go to : youtube .,N/A,No
12870229,572066,com/watch ? v = n663eVTSyS8,N/A,No
12870455,576892,"We have to get back to our countries being for our race , the same as every other race 's country is for them .",N/A,No
12870904,572357,"Ever since SF came back on line people have adopted a more aggressive line of debate , the threads I have been on seem to have gone that way pretty quickly anyway .",N/A,No
12871152,572479,so they even IDOLIZE a convicted Pedophile and Murderer -- convicted in a public trial -- and established an organization to shield pedophiles and child killers from further scrutiny of American law,N/A,No
12871534,577234,These idiots are doing this to hasten Armageddon so they can get a free ride to heaven .,N/A,Yes
12871534,577234,"No , I 'm NOT kidding .....",N/A,No
12871860,572191,Not just encouraging but actuallly paying them bonuses .... so a black managers in state service gets his bonus determined on how few white employees he has,N/A,No
12871875,576217,"``Policeand SPCA officials found over 50 carcasses of pigs on National Council of Province 's Chairperson Thandi Modise 's Potchefstroom farm , and the remaining 85 resorted to eating the dead bodies and drinking their own urine to survive .",N/A,No
12871875,576217,"The bodies of dead goats , geese , sheep , and ducks had also been discovered "" .",N/A,No
12871875,576217,Scores of dead animals found on Thandi Modise 's farm | eNCA Pigs forced to eat pigs on NCOP chairâ € ™ s farm | News24 Animal Cruelty ?,N/A,No
12871875,576217,- Pigs Resort To Cannibalism On Modise ? s Farm - News in pictures - Howzit MSN News,N/A,No
12872059,572312,"I guess it 's official then , nothing on this planet is k-proof ...",N/A,No
12872059,572312,"I guess it 's a good thing we did n't let any walk on the moon , heaven knows what would have happenned to it .",N/A,No
12872101,576121,And most people will laugh and shake their head at you when you tell them that Jews are a very dangerous group of people .,N/A,Yes
12872204,572043,The tone of voice is actually a lot like icelandic or old norse .,N/A,No
12872204,572043,"The language itself , though , is nowhere near that .",N/A,No
12872204,572043,It 's close to Finnic and Estonian .,N/A,No
